model,brand,ram,storage,price,processor,gpu,chipset,battery,battery_capacity,ram_storage_combo
Poco F6 Pro (Variant 1),Poco,12,512,2159,Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),"5000 mAh, non-removable battery120W wired, PD3.0, QC3+, 100% in 19 min (advertised)",5000.0,6144
Poco F6 Pro (Variant 2),Poco,16,1024,2899,Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),"5000 mAh, non-removable battery120W wired, PD3.0, QC3+, 100% in 19 min (advertised)",5000.0,16384
Poco F6,Poco,12,512,1799,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"5000 mAh, non-removable battery90W wired, PD3.0, 2-100% in 35 min (advertised)",5000.0,6144
Poco F6 (Variant 1),Poco,12,512,1799,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"5000 mAh, non-removable battery90W wired, PD3.0, 2-100% in 35 min (advertised)",5000.0,6144
Infinix Note 40 5G,Infinix,12,512,1199,Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,Mediatek Dimensity 7020 (6 nm),"5000 mAh, non-removable battery33W wired, 50% in 31 min (advertised)
15W wireless MagCharge
Reverse wired
Reverse wireless",5000.0,6144
Sony Xperia 1 VI,Sony,12,256,4799,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"5000 mAh, non-removable battery30W wired, PD3.0, PPS, 50% in 30 min (advertised)
Wireless
Reverse wireless",5000.0,3072
Tecno Pova 6,Tecno,8,256,599,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 Ultimate (6nm),"6000 mAh, non-removable battery70W wired, 50% in 20 min, 100% in 50 min (advertised)
10W reverse wired",6000.0,2048
iQOO Z9,iQOO,12,256,1149,Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510),Adreno 720,Qualcomm  Snapdragon 7 Gen 3 (4 nm),"6000 mAh, non-removable battery80W wired
7.5W reverse wired",6000.0,3072
iQOO Z9 (Variant 1),iQOO,12,256,1149,Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510),Adreno 720,Qualcomm  Snapdragon 7 Gen 3 (4 nm),"6000 mAh, non-removable battery80W wired
7.5W reverse wired",6000.0,3072
vivo Y18,vivo,4,4,401,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G85 (12nm),"Li-Ion 5000 mAh, non-removable battery15W wired",5000.0,16
Redmi 13C 5G,Redmi,4,128,699,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6100+ (6 nm),"5000 mAh, non-removable battery18W wired, PD",5000.0,512
Redmi 13C 5G (Variant 1),Redmi,8,256,999,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6100+ (6 nm),"5000 mAh, non-removable battery18W wired, PD",5000.0,2048
Realme 12x,Realme,8,128,899,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6100+ (6 nm),"5000 mAh, non-removable battery15W wired",5000.0,1024
Realme 12x (Variant 1),Realme,8,256,999,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6100+ (6 nm),"5000 mAh, non-removable battery15W wired",5000.0,2048
vivo V30e,vivo,8,256,999,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,Qualcomm Snapdragon® 6 Gen 1,5500 mAh (TYP) 44W Li-ion battery,5500.0,2048
Infinix GT 20 Pro,Infinix,12,256,700,Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,Mediatek Dimensity 8200 Ultimate (4 nm),"5000 mAh, non-removable battery45W wired, PD3",5000.0,3072
Infinix GT 20 Pro (Variant 1),Infinix,12,256,700,Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,Mediatek Dimensity 8200 Ultimate (4 nm),"5000 mAh, non-removable battery45W wired, PD3",5000.0,3072
Huawei Pura 70 Pro,Huawei,12,256,3799,Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",Kirin 9010 (7 nm),"6.8 inches, 109.0 cm2 (~89.3% screen-to-body ratio)1260 x 2844 pixels (~460 ppi density)",,3072
Huawei Pura 70 Ultra,Huawei,16,512,4719,Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),"16GB RAM, 512GB ROM",Kirin 9010 (7 nm),"6.8 inches, 109.0 cm2 (~89.3% screen-to-body ratio)1260 x 2844 pixels (~460 ppi density)",,8192
Huawei Pura 70 Ultra (Variant 1),Huawei,16,1024,7199,Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),"16GB RAM, 1TB ROM",Kirin 9010 (7 nm),"6.8 inches, 109.0 cm2 (~89.3% screen-to-body ratio)1260 x 2844 pixels (~460 ppi density)",,16384
Huawei Pura 70,Huawei,12,256,2599,Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",Kirin 9010 (7 nm),"6.6 inches, 105.5 cm2 (~90.1% screen-to-body ratio)1256 x 2760 pixels (~460 ppi density)",,3072
Tecno Pova 6 Pro,Tecno,12,256,500,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6080 (6 nm),"6000 mAh, non-removable battery70W wired, 50% in 20 min, 100% in 50 min (advertised)
10W reverse wired",6000.0,3072
HMD Pulse Pro,HMD,8,256,499,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unisoc T606 (12 nm),"5000 mAh, user replaceable battery20W wired",5000.0,2048
HMD Pulse Pro (Variant 1),HMD,8,256,499,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unisoc T606 (12 nm),"5000 mAh, user replaceable battery20W wired",5000.0,2048
HMD Pulse Plus,HMD,4,128,659,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unisoc T606 (12 nm),"5000 mAh, user replaceable battery10W wired",5000.0,512
Oppo A60,Oppo,8,256,599,Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,Qualcomm SM6225 Snapdragon 680 4G (6 nm),"5000 mAh, non-removable battery45W wired, 50% in 30 min (advertised)",5000.0,2048
Oppo A60 (Variant 1),Oppo,8,256,599,Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,Qualcomm SM6225 Snapdragon 680 4G (6 nm),"5000 mAh, non-removable battery45W wired, 50% in 30 min (advertised)",5000.0,2048
iQOO Z9x,iQOO,8,256,914,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),"6000 mAh, non-removable battery44W wired
Reverse wired",6000.0,2048
iQOO Z9x (Variant 1),iQOO,8,256,914,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),"6000 mAh, non-removable battery44W wired
Reverse wired",6000.0,2048
iQOO Z9x (Variant 2),iQOO,12,256,1099,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),"6000 mAh, non-removable battery44W wired
Reverse wired",6000.0,3072
iQOO Z9 Turbo,iQOO,12,12,1450,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"6000 mAh, non-removable battery80W wired
7.5W reverse wired",6000.0,144
nubia Neo 2,nubia,8,256,550,Octa-core (1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55),Mali-G57,Unisoc T820 (6 nm),"6000 mAh or 5200 mAh, non-removable battery33W wired",6000.0,2048
Google Pixel 8a,Google,8,8,1400,Nona-core (1x3.0 GHz Cortex-X3 & 4x2.45 GHz Cortex-A715 & 4x2.15 GHz Cortex-A510),Immortalis-G715s MC10,Google Tensor G3 (4 nm),"Li-Po 4492 mAh, non-removable batteryWired, PD3.0
7.5W wireless",4492.0,64
Redmi Turbo 3,Redmi,12,12,1285,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"5000 mAh, non-removable battery90W wired, PD3.0, QC3+",5000.0,144
Realme Note 50,Realme,4,64,326,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,Unisoc Tiger T612 (12 nm),"5000 mAh, non-removable battery10W wired",5000.0,256
Realme Note 50 (Variant 1),Realme,4,128,399,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,Unisoc Tiger T612 (12 nm),"5000 mAh, non-removable battery10W wired",5000.0,512
vivo Y03,vivo,4,128,399,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G85 (12nm),"Li-Ion 5000 mAh, non-removable battery15W wired",5000.0,512
nubia Flip,nubia,8,256,2049,Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),"4310 mAh, non-removable battery33W wired, PD3.0, QC4+",4310.0,2048
HMD Pulse,HMD,4,6,739,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unisoc T606 (12 nm),"5000 mAh, user replaceable battery10W wired",5000.0,24
Huawei nova 12s,Huawei,8,256,1219,Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670),Adreno 642L,Qualcomm SM7325 Snapdragon 778G 4G (6 nm),"4500 mAh, non-removable battery66W wired, 3-62% in 15 min, 3-100% in 30 min (advertised)
Reverse wired",4500.0,2048
Huawei nova 12 SE,Huawei,8,256,1021,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Qualcomm Snapdragon 680 4G (6 nm),"Li-Po 4500 mAh, non-removable battery66W wired, 3-100% in 32 min (advertised)
5W reverse wired",4500.0,2048
Huawei nova 12i,Huawei,8,256,1299,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Qualcomm Snapdragon 680 4G (6 nm),"5000 mAh, non-removable battery40W wired, 3-62% in 30 min (advertised)",5000.0,2048
Realme 12,Realme,8,256,699,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6100+ (6 nm),"5000 mAh, non-removable battery45W wired, 1-50% in 30 min (advertised)",5000.0,2048
Realme 12 (Variant 1),Realme,8,512,799,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6100+ (6 nm),"5000 mAh, non-removable battery45W wired, 1-50% in 30 min (advertised)",5000.0,4096
OnePlus Nord CE4,OnePlus,8,8,1098,Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510),Adreno 720,Qualcomm Snapdragon 7 Gen 3 (4 nm),"5500 mAh, non-removable battery100W wired, 1-100% in 29 min (advertised)",5500.0,64
Honor Magic 6 Pro,Honor,12,512,3299,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"Li-Po 5600 mAh, non-removable battery80W wired
66W wireless
Reverse wireless
5W reverse wired",5600.0,6144
Infinix Note 40 Pro 5G,Infinix,8,256,550,Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,Mediatek Dimensity 7020 (6 nm),"5000 mAh, non-removable battery45W wired, 50% in 26 min (advertised)
20W wireless MagCharge
Reverse wired
Reverse wireless",5000.0,2048
Infinix Note 40,Infinix,8,256,799,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 Ultimate,"5000 mAh, non-removable battery45W wired, 50% in 26 min (advertised)
20W wireless MagCharge
Reverse wired
Reverse wireless",5000.0,2048
OnePlus 12R,OnePlus,16,256,2499,Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),"5500 mAh, non-removable battery100W wired, 1-100% in 26 min (advertised)",5500.0,4096
Samsung Galaxy A55,Samsung,12,256,1200,Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"256GB, 12GB RAM",Exynos 1480,"6.6 inches, 106.9 cm2 (~85.8% screen-to-body ratio)1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)",,3072
Samsung Galaxy A35,Samsung,8,256,1209,Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G68 MP5,Exynos 1380 (5 nm),"5000 mAh, non-removable battery25W wired",5000.0,2048
Oppo Reno 11 F,Oppo,8,256,1399,Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,Mediatek Dimensity 7050 (6 nm),"5000 mAh, non-removable battery67W wired, PD2.0, QC3, 100% in 48 min (advertised)
Reverse wired",5000.0,2048
vivo V30 Pro,vivo,12,512,1488,Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,Mediatek Dimensity 8200 (4 nm),"Li-Ion 5000 mAh, non-removable battery80W wired, PD, 1-100% in 43 min (advertised)
Reverse wired",5000.0,6144
vivo V30,vivo,12,256,1272,Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,Qualcomm Snapdragon 7 Gen 3 (4 nm),"Li-Ion 5000 mAh, non-removable battery80W wired, PD, 100% in 48 min (advertised)
Reverse wired",5000.0,3072
vivo V30 (Variant 1),vivo,12,512,1299,Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,Qualcomm Snapdragon 7 Gen 3 (4 nm),"Li-Ion 5000 mAh, non-removable battery80W wired, PD, 100% in 48 min (advertised)
Reverse wired",5000.0,6144
Xiaomi 14 Ultra,Xiaomi,16,512,3455,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"5000 mAh, non-removable - International
90W wired, PD3.0, QC4, 100% in 33 min (advertised)

80W wireless, 100% in 46 min (advertised)

10W reverse wireless",5000.0,8192
Xiaomi 14,Xiaomi,12,256,2999,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"Li-Po 4610 mAh, non-removable battery90W wired, PD3.0, QC4, 100% in 31 min (advertised)
50W wireless, 100% in 46 min (advertised)
10W reverse wireless",4610.0,3072
Xiaomi 14 (Variant 1),Xiaomi,12,512,3499,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"Li-Po 4610 mAh, non-removable battery90W wired, PD3.0, QC4, 100% in 31 min (advertised)
50W wireless, 100% in 46 min (advertised)
10W reverse wireless",4610.0,6144
Nothing Phone (2a),Nothing,12,256,1299,Octa-core (2x2.8 GHz Cortex-A715 & 6x 2.0 Cortex-A510),Mali-G610 MC4,Mediatek Dimensity 7200 Pro (4 nm),"5000 mAh, non-removable battery45W wired, 50% in 23 min, 100% in 1 hour (advertised)",5000.0,3072
Meizu 21,Meizu,12,512,1999,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"4800 mAh, non-removable battery80W wired, PD3 PPS, QC4+",4800.0,6144
Meizu 21 (Variant 1),Meizu,12,512,1999,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"4800 mAh, non-removable battery80W wired, PD3 PPS, QC4+",4800.0,6144
Redmi A3,Redmi,4,128,279,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,Mediatek Helio G36 (12 nm),"5000 mAh, non-removable battery10W wired",5000.0,512
Realme 12 Pro Plus,Realme,8,256,949,Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),"5000 mAh, non-removable battery67W wired, 1-50% in 19 min (advertised)",5000.0,2048
Realme 12 Pro Plus (Variant 1),Realme,12,512,1509,Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),"5000 mAh, non-removable battery67W wired, 1-50% in 19 min (advertised)",5000.0,6144
Realme 12 Plus,Realme,12,256,1094,Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,Mediatek Dimensity 7050 (6 nm),"5000 mAh, non-removable battery67W wired, 1-50% in 19 min (advertised)",5000.0,3072
nubia Music,nubia,4,128,349,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,Unisoc SC9863A (28 nm),"5000 mAh, non-removable battery",5000.0,512
vivo Y100,vivo,8,256,902,Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,Qualcomm Snapdragon 4 Gen 2 (4 nm),"5000 mAh, non-removable battery80W wired, 1-45% in 15 min (advertised)",5000.0,2048
TECNO SPARK 20 Pro,TECNO,12,256,639,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 (6nm),"5000 mAh, non-removable battery33W wired",5000.0,3072
TECNO SPARK 20 Pro (Variant 1),TECNO,12,256,639,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 (6nm),"5000 mAh, non-removable battery33W wired",5000.0,3072
Huawei nova Y72,Huawei,8,128,649,Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,Kirin 710A (14 nm),"6000 mAh, non-removable battery22.5W wired",6000.0,1024
Asus Zenfone 11 Ultra,Asus,12,16,450,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"5500 mAh, non-removable battery65W wired, PD3.0, PPS, QC5, 100% in 39 min
15W wireless (Qi)
10W reverse wired",5500.0,192
Infinix Smart 8 Pro,Infinix,8,128,399,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,Mediatek Helio G36 (12 nm),"5000 mAh, non-removable battery10W wired
Reverse wired",5000.0,1024
